Poblacion ORIGEN,Poblacion DESTINO,MODO_INFORME,MOTIVO_informe,Grupo edad,Actividad economica,Desplazamientos,Lat_origen,Long_origen,Lat_destino,Long_destino
Azpeitia,Beasain,"Coche, conductor/a",Otra vivienda,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",209,43.1624073640789,-2.2517858723,43.0732613951147,-2.2179073142
Azpeitia,Beasain,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,202,43.1624073640789,-2.2517858723,43.0732613951147,-2.2179073142
Azpeitia,Donostia/San Sebastián,Autobus interurbano,Gestiones personales,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",276,43.1624073640789,-2.2517858723,43.2918111063554,-1.9885133578
Azpeitia,Donostia/San Sebastián,"Coche, conductor/a",Asuntos trabajo,20-44,Personas ocupadas,270,43.1624073640789,-2.2517858723,43.2918111063554,-1.9885133578
Azpeitia,Donostia/San Sebastián,"Coche, conductor/a",Medico / Hospital,45-64,Personas ocupadas,236,43.1624073640789,-2.2517858723,43.2918111063554,-1.9885133578
Azpeitia,Donostia/San Sebastián,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,162,43.1624073640789,-2.2517858723,43.2918111063554,-1.9885133578
Azpeitia,Donostia/San Sebastián,"Coche, pasajero/a",Asuntos trabajo,45-64,Personas ocupadas,133,43.1624073640789,-2.2517858723,43.2918111063554,-1.9885133578
Azpeitia,Donostia/San Sebastián,"Coche, pasajero/a","Ocio, cultura, deporte",20-44,Personas ocupadas,275,43.1624073640789,-2.2517858723,43.2918111063554,-1.9885133578
Azpeitia,Donostia/San Sebastián,"Coche, pasajero/a",Trabajo habitual,20-44,Personas ocupadas,207,43.1624073640789,-2.2517858723,43.2918111063554,-1.9885133578
Azpeitia,Eibar,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,903,43.1624073640789,-2.2517858723,43.1997782323138,-2.4616488769
Azpeitia,Errenteria,"Coche, conductor/a",Otra vivienda,20-44,Personas paradas,384,43.1624073640789,-2.2517858723,43.2553049551337,-1.8928623455
Azpeitia,Legazpi,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,230,43.1624073640789,-2.2517858723,43.0307535874133,-2.3423674188
Azpeitia,Orio,"Coche, conductor/a",Acompanamiento,20-44,Personas ocupadas,203,43.1624073640789,-2.2517858723,43.2774552762092,-2.1270561218
Azpeitia,Zarautz,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,165,43.1624073640789,-2.2517858723,43.280963309723,-2.16722426204
Azpeitia,Zumaia,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,177,43.1624073640789,-2.2517858723,43.2876451846902,-2.2461133898
Beasain,Andoain,"Coche, pasajero/a",Trabajo habitual,45-64,Personas ocupadas,198,43.0732613951147,-2.2179073142,43.2194140168093,-2.0209083686
Beasain,Andoain,Tren Renfe cercanias,Trabajo habitual,45-64,Personas ocupadas,305,43.0732613951147,-2.2179073142,43.2194140168093,-2.0209083686
Beasain,Azpeitia,"Coche, conductor/a",Otra vivienda,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",210,43.0732613951147,-2.2179073142,43.1624073640789,-2.2517858723
Beasain,Azpeitia,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,202,43.0732613951147,-2.2179073142,43.1624073640789,-2.2517858723
Beasain,Bergara,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,210,43.0732613951147,-2.2179073142,43.1220053801849,-2.4148383635
Beasain,Donostia/San Sebastián,"Coche, conductor/a",Gestiones personales,45-64,Personas ocupadas,221,43.0732613951147,-2.2179073142,43.2918111063554,-1.9885133578
Beasain,Donostia/San Sebastián,"Coche, conductor/a",Medico / Hospital,45-64,Personas ocupadas,327,43.0732613951147,-2.2179073142,43.2918111063554,-1.9885133578
Beasain,Donostia/San Sebastián,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,275,43.0732613951147,-2.2179073142,43.2918111063554,-1.9885133578
Beasain,Donostia/San Sebastián,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,181,43.0732613951147,-2.2179073142,43.2918111063554,-1.9885133578
Beasain,Eibar,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,471,43.0732613951147,-2.2179073142,43.1997782323138,-2.4616488769
Beasain,Hernani,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,439,43.0732613951147,-2.2179073142,43.2387833429893,-1.9442591545
Beasain,Lazkao,"Coche, conductor/a",Compras domestico-familiares,45-64,Personas paradas,163,43.0732613951147,-2.2179073142,43.0194888194631,-2.1671234871
Beasain,Lazkao,"Coche, conductor/a","Ocio, cultura, deporte",45-64,Personas ocupadas,163,43.0732613951147,-2.2179073142,43.0194888194631,-2.1671234871
Beasain,Lazkao,"Coche, conductor/a",Otra vivienda,45-64,"Personas jubiladas, pensionistas y otros tipos de inactividad",115,43.0732613951147,-2.2179073142,43.0194888194631,-2.1671234871
Beasain,Lazkao,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,147,43.0732613951147,-2.2179073142,43.0194888194631,-2.1671234871
Beasain,Lazkao,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,190,43.0732613951147,-2.2179073142,43.0194888194631,-2.1671234871
Beasain,Lazkao,"Coche, conductor/a",Trabajo habitual,65 y mas,Personas ocupadas,118,43.0732613951147,-2.2179073142,43.0194888194631,-2.1671234871
Beasain,Legazpi,"Coche, conductor/a",Gestiones personales,45-64,Personas ocupadas,164,43.0732613951147,-2.2179073142,43.0307535874133,-2.3423674188
Beasain,Legazpi,"Coche, pasajero/a",Trabajo habitual,20-44,Personas ocupadas,191,43.0732613951147,-2.2179073142,43.0307535874133,-2.3423674188
Beasain,Ordizia,Autobus interurbano,Centro estudios,7-19,Estudiantes,364,43.0732613951147,-2.2179073142,43.0637579709383,-2.1818318125
Beasain,Ordizia,Bicicleta,Centro estudios,7-19,Estudiantes,132,43.0732613951147,-2.2179073142,43.0637579709383,-2.1818318125
Beasain,Ordizia,"Coche, conductor/a",Centro estudios,20-44,Estudiantes,144,43.0732613951147,-2.2179073142,43.0637579709383,-2.1818318125
Beasain,Ordizia,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,111,43.0732613951147,-2.2179073142,43.0637579709383,-2.1818318125
Beasain,Ordizia,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,126,43.0732613951147,-2.2179073142,43.0637579709383,-2.1818318125
Beasain,Ordizia,"Coche, pasajero/a","Ocio, cultura, deporte",45-64,Personas ocupadas,163,43.0732613951147,-2.2179073142,43.0637579709383,-2.1818318125
Beasain,Ordizia,Moto,Trabajo habitual,20-44,Personas ocupadas,147,43.0732613951147,-2.2179073142,43.0637579709383,-2.1818318125
Beasain,Tolosa,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,141,43.0732613951147,-2.2179073142,43.1077539093613,-2.0800512827
Beasain,Tolosa,Multimodal,Trabajo habitual,45-64,Personas ocupadas,145,43.0732613951147,-2.2179073142,43.1077539093613,-2.0800512827
Beasain,Tolosa,Tren Renfe cercanias,Trabajo habitual,20-44,Personas ocupadas,508,43.0732613951147,-2.2179073142,43.1077539093613,-2.0800512827
Beasain,Zumarraga,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,861,43.0732613951147,-2.2179073142,43.1030792391374,-2.3156108273
Beasain,Zumarraga,"Coche, pasajero/a",Trabajo habitual,45-64,Personas ocupadas,164,43.0732613951147,-2.2179073142,43.1030792391374,-2.3156108273
Bergara,Arrasate/Mondragón,Autobus interurbano,Centro estudios,7-19,Estudiantes,170,43.1220053801849,-2.4148383635,43.0745226631642,-2.4841486565
Bergara,Arrasate/Mondragón,Autobus interurbano,Medico / Hospital,20-44,Personas ocupadas,170,43.1220053801849,-2.4148383635,43.0745226631642,-2.4841486565
Bergara,Arrasate/Mondragón,Autobus interurbano,Trabajo habitual,20-44,Personas ocupadas,170,43.1220053801849,-2.4148383635,43.0745226631642,-2.4841486565
Bergara,Arrasate/Mondragón,Bicicleta,Trabajo habitual,45-64,Personas ocupadas,164,43.1220053801849,-2.4148383635,43.0745226631642,-2.4841486565
Bergara,Arrasate/Mondragón,"Coche, conductor/a",Asuntos trabajo,45-64,Personas ocupadas,95,43.1220053801849,-2.4148383635,43.0745226631642,-2.4841486565
Bergara,Arrasate/Mondragón,"Coche, conductor/a",Centro estudios,7-19,Estudiantes,101,43.1220053801849,-2.4148383635,43.0745226631642,-2.4841486565
Bergara,Arrasate/Mondragón,"Coche, conductor/a",Gestiones personales,45-64,Personas ocupadas,164,43.1220053801849,-2.4148383635,43.0745226631642,-2.4841486565
Bergara,Arrasate/Mondragón,"Coche, conductor/a",Gestiones personales,45-64,Personas paradas,115,43.1220053801849,-2.4148383635,43.0745226631642,-2.4841486565
Bergara,Arrasate/Mondragón,"Coche, conductor/a",Otros,20-44,Personas ocupadas,111,43.1220053801849,-2.4148383635,43.0745226631642,-2.4841486565
Bergara,Arrasate/Mondragón,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,302,43.1220053801849,-2.4148383635,43.0745226631642,-2.4841486565
Bergara,Arrasate/Mondragón,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,402,43.1220053801849,-2.4148383635,43.0745226631642,-2.4841486565
Bergara,Arrasate/Mondragón,"Coche, pasajero/a",Gestiones personales,45-64,Personas ocupadas,162,43.1220053801849,-2.4148383635,43.0745226631642,-2.4841486565
Bergara,Arrasate/Mondragón,"Coche, pasajero/a",Trabajo habitual,20-44,Personas ocupadas,146,43.1220053801849,-2.4148383635,43.0745226631642,-2.4841486565
Bergara,Azkoitia,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,232,43.1220053801849,-2.4148383635,43.1706487685027,-2.3309631204
Bergara,Beasain,"Coche, conductor/a",Acompanamiento,45-64,Personas ocupadas,210,43.1220053801849,-2.4148383635,43.0732613951147,-2.2179073142
Bergara,Eibar,Autobus interurbano,Acompanamiento,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",282,43.1220053801849,-2.4148383635,43.1997782323138,-2.4616488769
Bergara,Eibar,Autobus interurbano,Trabajo habitual,45-64,Personas ocupadas,282,43.1220053801849,-2.4148383635,43.1997782323138,-2.4616488769
Bergara,Eibar,"Coche, conductor/a",Asuntos trabajo,20-44,Personas ocupadas,240,43.1220053801849,-2.4148383635,43.1997782323138,-2.4616488769
Bergara,Eibar,Multimodal,Trabajo habitual,45-64,Personas ocupadas,282,43.1220053801849,-2.4148383635,43.1997782323138,-2.4616488769
Bergara,Irun,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,258,43.1220053801849,-2.4148383635,43.318640571622,-1.77372589148
Bergara,Mutriku,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,141,43.1220053801849,-2.4148383635,43.3016874985659,-2.3847547875
Bergara,Ordizia,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,120,43.1220053801849,-2.4148383635,43.0637579709383,-2.1818318125
Bergara,Orio,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,305,43.1220053801849,-2.4148383635,43.2774552762092,-2.1270561218
Bergara,Oñati,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,250,43.1220053801849,-2.4148383635,43.0178261678898,-2.4067931275
Bergara,Zarautz,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,467,43.1220053801849,-2.4148383635,43.280963309723,-2.16722426204
Bergara,Zumarraga,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,206,43.1220053801849,-2.4148383635,43.1030792391374,-2.3156108273
Deba,Arrasate/Mondragón,"Coche, pasajero/a",Centro estudios,7-19,Estudiantes,293,43.2945746872118,-2.3538208007,43.0745226631642,-2.4841486565
Deba,Donostia/San Sebastián,"Coche, pasajero/a",Gestiones personales,20-44,Personas ocupadas,468,43.2945746872118,-2.3538208007,43.2918111063554,-1.9885133578
Deba,Donostia/San Sebastián,"Coche, pasajero/a",Gestiones personales,20-44,Tareas hogar,459,43.2945746872118,-2.3538208007,43.2918111063554,-1.9885133578
Deba,Eibar,"Coche, conductor/a",Gestiones personales,20-44,Personas ocupadas,146,43.2945746872118,-2.3538208007,43.1997782323138,-2.4616488769
Deba,Eibar,"Coche, conductor/a",Otros,45-64,Personas paradas,97,43.2945746872118,-2.3538208007,43.1997782323138,-2.4616488769
Deba,Eibar,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,166,43.2945746872118,-2.3538208007,43.1997782323138,-2.4616488769
Deba,Eibar,"Coche, conductor/a",Trabajo habitual,65 y mas,Personas ocupadas,117,43.2945746872118,-2.3538208007,43.1997782323138,-2.4616488769
Deba,Eibar,"Coche, pasajero/a",Otros,45-64,Personas ocupadas,96,43.2945746872118,-2.3538208007,43.1997782323138,-2.4616488769
Deba,Eibar,Tren EuskoTren,Medico / Hospital,45-64,Personas paradas,112,43.2945746872118,-2.3538208007,43.1997782323138,-2.4616488769
Deba,Mutriku,"Coche, conductor/a",Asuntos trabajo,45-64,Personas ocupadas,95,43.2945746872118,-2.3538208007,43.3016874985659,-2.3847547875
Deba,Mutriku,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,94,43.2945746872118,-2.3538208007,43.3016874985659,-2.3847547875
Deba,Zumaia,Tren EuskoTren,Trabajo habitual,20-44,Personas ocupadas,195,43.2945746872118,-2.3538208007,43.2876451846902,-2.2461133898
Donostia/San Sebastián,Andoain,Autobus interurbano,Centro estudios,20-44,Estudiantes,251,43.2918111063554,-1.9885133578,43.2194140168093,-2.0209083686
Donostia/San Sebastián,Andoain,Autobus interurbano,"Ocio, cultura, deporte",65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",251,43.2918111063554,-1.9885133578,43.2194140168093,-2.0209083686
Donostia/San Sebastián,Andoain,Autobus interurbano,Trabajo habitual,45-64,Personas ocupadas,322,43.2918111063554,-1.9885133578,43.2194140168093,-2.0209083686
Donostia/San Sebastián,Andoain,Bicicleta,"Ocio, cultura, deporte",65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",100,43.2918111063554,-1.9885133578,43.2194140168093,-2.0209083686
Donostia/San Sebastián,Andoain,"Coche, conductor/a",Asuntos trabajo,20-44,Personas ocupadas,118,43.2918111063554,-1.9885133578,43.2194140168093,-2.0209083686
Donostia/San Sebastián,Andoain,"Coche, conductor/a",Gestiones personales,45-64,Personas ocupadas,232,43.2918111063554,-1.9885133578,43.2194140168093,-2.0209083686
Donostia/San Sebastián,Andoain,"Coche, conductor/a",Medico / Hospital,45-64,Personas ocupadas,85,43.2918111063554,-1.9885133578,43.2194140168093,-2.0209083686
Donostia/San Sebastián,Andoain,"Coche, conductor/a","Ocio, cultura, deporte",20-44,Personas paradas,129,43.2918111063554,-1.9885133578,43.2194140168093,-2.0209083686
Donostia/San Sebastián,Andoain,"Coche, conductor/a",Otra vivienda,20-44,Personas ocupadas,121,43.2918111063554,-1.9885133578,43.2194140168093,-2.0209083686
Donostia/San Sebastián,Andoain,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,385,43.2918111063554,-1.9885133578,43.2194140168093,-2.0209083686
Donostia/San Sebastián,Andoain,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,225,43.2918111063554,-1.9885133578,43.2194140168093,-2.0209083686
Donostia/San Sebastián,Andoain,Tren Renfe cercanias,Centro estudios,20-44,Personas ocupadas,151,43.2918111063554,-1.9885133578,43.2194140168093,-2.0209083686
Donostia/San Sebastián,Arrasate/Mondragón,"Coche, conductor/a",Acompanamiento,45-64,Personas ocupadas,252,43.2918111063554,-1.9885133578,43.0745226631642,-2.4841486565
Donostia/San Sebastián,Arrasate/Mondragón,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,212,43.2918111063554,-1.9885133578,43.0745226631642,-2.4841486565
Donostia/San Sebastián,Arrasate/Mondragón,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,180,43.2918111063554,-1.9885133578,43.0745226631642,-2.4841486565
Donostia/San Sebastián,Arrasate/Mondragón,"Coche, pasajero/a",Medico / Hospital,65 y mas,Tareas hogar,310,43.2918111063554,-1.9885133578,43.0745226631642,-2.4841486565
Donostia/San Sebastián,Arrasate/Mondragón,Multimodal,Centro estudios,20-44,Estudiantes,135,43.2918111063554,-1.9885133578,43.0745226631642,-2.4841486565
Donostia/San Sebastián,Astigarraga,Autobus interurbano,Gestiones domestico-familiares,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",251,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, conductor/a",Acompanamiento,20-44,Personas ocupadas,457,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, conductor/a",Acompanamiento,45-64,Personas ocupadas,370,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, conductor/a",Compras domestico-familiares,20-44,Personas ocupadas,115,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, conductor/a",Compras domestico-familiares,45-64,Personas ocupadas,112,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, conductor/a",Compras domestico-familiares,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",103,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, conductor/a",Gestiones personales,45-64,Personas paradas,100,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, conductor/a","Ocio, cultura, deporte",45-64,Personas ocupadas,147,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, conductor/a",Otra vivienda,20-44,Personas ocupadas,131,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, conductor/a",Otros,20-44,Personas ocupadas,171,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, conductor/a",Otros,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",103,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,774,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,364,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, pasajero/a",Acompanamiento,20-44,Personas ocupadas,332,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, pasajero/a",Centro estudios,20-44,Estudiantes,168,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, pasajero/a",Centro estudios,7-19,Estudiantes,549,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, pasajero/a",Medico / Hospital,45-64,Personas ocupadas,147,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, pasajero/a","Ocio, cultura, deporte",45-64,Personas ocupadas,146,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, pasajero/a","Ocio, cultura, deporte",7-19,Estudiantes,118,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, pasajero/a",Otros,20-44,Personas ocupadas,168,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,"Coche, pasajero/a",Trabajo habitual,45-64,Personas ocupadas,85,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,Moto,Trabajo habitual,45-64,Personas ocupadas,113,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,Multimodal,Centro estudios,7-19,Estudiantes,144,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,Taxi,Centro estudios,7-19,Estudiantes,118,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Astigarraga,Taxi,"Ocio, cultura, deporte",65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",121,43.2918111063554,-1.9885133578,43.2797569478888,-1.9334342263
Donostia/San Sebastián,Azkoitia,Autobus interurbano,"Ocio, cultura, deporte",65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",228,43.2918111063554,-1.9885133578,43.1706487685027,-2.3309631204
Donostia/San Sebastián,Azkoitia,Autobus interurbano,Trabajo habitual,45-64,Personas ocupadas,228,43.2918111063554,-1.9885133578,43.1706487685027,-2.3309631204
Donostia/San Sebastián,Azkoitia,"Coche, conductor/a",Medico / Hospital,45-64,Personas ocupadas,232,43.2918111063554,-1.9885133578,43.1706487685027,-2.3309631204
Donostia/San Sebastián,Azpeitia,Autobus interurbano,Gestiones personales,65 y mas,"Personas jubiladas, pensionistas y otros tipos de inactividad",228,43.2918111063554,-1.9885133578,43.1624073640789,-2.2517858723
Donostia/San Sebastián,Azpeitia,"Coche, conductor/a",Asuntos trabajo,20-44,Personas ocupadas,151,43.2918111063554,-1.9885133578,43.1624073640789,-2.2517858723
Donostia/San Sebastián,Azpeitia,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,90,43.2918111063554,-1.9885133578,43.1624073640789,-2.2517858723
Donostia/San Sebastián,Azpeitia,"Coche, pasajero/a",Trabajo habitual,20-44,Personas ocupadas,115,43.2918111063554,-1.9885133578,43.1624073640789,-2.2517858723
Donostia/San Sebastián,Azpeitia,"Coche, pasajero/a",Trabajo habitual,45-64,Personas ocupadas,74,43.2918111063554,-1.9885133578,43.1624073640789,-2.2517858723
Donostia/San Sebastián,Beasain,"Coche, conductor/a",Asuntos trabajo,45-64,Personas ocupadas,54,43.2918111063554,-1.9885133578,43.0732613951147,-2.2179073142
Donostia/San Sebastián,Beasain,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,174,43.2918111063554,-1.9885133578,43.0732613951147,-2.2179073142
Donostia/San Sebastián,Beasain,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,255,43.2918111063554,-1.9885133578,43.0732613951147,-2.2179073142
Donostia/San Sebastián,Eibar,"Coche, conductor/a",Compras domestico-familiares,65 y mas,Personas ocupadas,322,43.2918111063554,-1.9885133578,43.1997782323138,-2.4616488769
Donostia/San Sebastián,Eibar,"Coche, conductor/a",Compras personales,45-64,Personas ocupadas,458,43.2918111063554,-1.9885133578,43.1997782323138,-2.4616488769
Donostia/San Sebastián,Eibar,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,348,43.2918111063554,-1.9885133578,43.1997782323138,-2.4616488769
Donostia/San Sebastián,Eibar,Multimodal,Asuntos trabajo,45-64,Personas ocupadas,130,43.2918111063554,-1.9885133578,43.1997782323138,-2.4616488769
Donostia/San Sebastián,Errenteria,Autobus interurbano,Centro estudios,20-44,Estudiantes,397,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,Autobus interurbano,Gestiones personales,20-44,Personas paradas,397,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,Autobus interurbano,Trabajo habitual,20-44,Estudiantes,397,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,Autobus interurbano,Trabajo habitual,20-44,Personas ocupadas,397,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,Autobus interurbano,Trabajo habitual,45-64,Personas ocupadas,1191,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,"Coche, conductor/a",Acompanamiento,20-44,Personas ocupadas,316,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,"Coche, conductor/a",Acompanamiento,45-64,Personas ocupadas,968,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,"Coche, conductor/a",Centro estudios,20-44,Estudiantes,722,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,"Coche, conductor/a",Gestiones personales,20-44,Personas ocupadas,652,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,"Coche, conductor/a",Medico / Hospital,45-64,Personas ocupadas,350,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,"Coche, conductor/a","Ocio, cultura, deporte",20-44,Personas ocupadas,305,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,"Coche, conductor/a","Ocio, cultura, deporte",45-64,Personas ocupadas,353,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,"Coche, conductor/a",Otra vivienda,45-64,Personas ocupadas,444,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,"Coche, conductor/a",Trabajo habitual,20-44,Personas ocupadas,1637,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,"Coche, conductor/a",Trabajo habitual,45-64,Personas ocupadas,2720,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,"Coche, conductor/a",Trabajo habitual,65 y mas,Personas ocupadas,632,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,"Coche, pasajero/a","Ocio, cultura, deporte",45-64,Personas ocupadas,350,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,"Coche, pasajero/a",Otra vivienda,45-64,Personas paradas,268,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,"Coche, pasajero/a",Trabajo habitual,20-44,Personas ocupadas,647,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,"Coche, pasajero/a",Trabajo habitual,45-64,Personas ocupadas,350,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,Moto,Trabajo habitual,20-44,Personas ocupadas,949,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,Multimodal,Centro estudios,7-19,Estudiantes,144,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,Multimodal,Trabajo habitual,20-44,Personas ocupadas,165,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,Taxi,"Ocio, cultura, deporte",20-44,Personas ocupadas,412,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
Donostia/San Sebastián,Errenteria,Tren Metro SS/Topo,Centro estudios,20-44,Estudiantes,522,43.2918111063554,-1.9885133578,43.2553049551337,-1.8928623455
